exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,alpha,test_acc_based_on_local_proto,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-07-27 15:39,0,fedpcl,32,Adam,0.001,office_caltech,,5,1,0.10044444444444445,10,0.5,0.5,5000,1,0.001,100.0,0.29511111111111116,True,0.09599999999999999
